run_lebwohl_lasher_p_cython.py: Size: 150, Steps: 500, T*: 0.500: Order: 0.394, Time: 3.974497 s
         1122328 function calls (1106011 primitive calls) in 5.009 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     22/3    0.000    0.000    0.001    0.000 core.py:4073(streamline)
      671    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      670    0.000    0.000    0.000    0.000 typing.py:1576(_value_and_type_iter)
      429    0.000    0.000    0.013    0.000 colors.py:223(is_color_like)
      348    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      988    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
      350    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:420(__exit__)
      286    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
        1    0.000    0.000    0.015    0.015 numeric.py:1(<module>)
      813    0.000    0.000    0.000    0.000 __init__.py:1000(<lambda>)
        1    0.000    0.000    0.013    0.013 ExifTags.py:1(<module>)
       44    0.000    0.000    0.002    0.000 _base.py:67(__set_name__)
  210/199    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
  492/408    0.000    0.000    0.000    0.000 typing.py:1239(__hash__)
      748    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
      198    0.000    0.000    0.001    0.000 _parser.py:86(opengroup)
       39    0.000    0.000    0.000    0.000 typing.py:347(_flatten_literal_params)
  121/104    0.000    0.000    0.002    0.000 typing.py:1551(__hash__)
       29    0.000    0.000    0.001    0.000 typing.py:1030(_generic_class_getitem)
     1190    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     1694    0.000    0.000    0.000    0.000 unicode.py:63(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
      505    0.000    0.000    0.000    0.000 _ufunc_config.py:431(__init__)
      410    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        1    0.000    0.000    0.104    0.104 rcsetup.py:1(<module>)
      435    0.000    0.000    0.002    0.000 {built-in method builtins.next}
       19    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
      205    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.001    0.001 TiffTags.py:439(_populate)
        6    0.000    0.000    0.006    0.001 patches.py:2335(pprint_styles)
